Name;Age;Rating;Nationality;Club;Position;Potential;Value;Total Stats
M. Lavinier  B;18;56;England;Chelsea;RB;70;170000;1449
T. Anjorin;17;58;England;Chelsea;CAM;80;275000;1557
D. Ramaj;18;59;Germany;1. FC Heidenheim 1846;GK;76;275000;878
Chico Banza;19;63;Angola;Clube Sport Marítimo;ST;73;575000;1530
N. Collins;19;62;Republic of Ireland;Stoke City;CB;81;600000;1381
Lee Soo Bin;20;61;Korea Republic;Jeonbuk Hyundai Motors;CAM;78;525000;1591
D. Szot;19;57;Poland;Wisła Kraków;CB;75;210000;1369
D. Quiñones;21;66;Colombia;América de Cali;RWB;75;900000;1714
J. Hill;18;51;England;Fleetwood Town;CB;74;80000;1167
J. Helliwell;18;54;England;Barnsley;RB;72;130000;1350
K. Al Ghannam;19;58;Saudi Arabia;Al Nassr;RM;76;275000;1397
N. Bannis;17;61;Netherlands;Feyenoord;ST;79;500000;1436
I. Bazeley-Graham;19;52;England;Aston Villa;RB;64;80000;1280
Dani Vivian;20;65;Spain;CD Mirandés;CB;78;975000;1495
E. Mosquera;19;58;Colombia;Independiente Medellín;ST;73;275000;1419
B. Mendoza;22;65;Mexico;U.N.A.M.;ST;74;825000;1746
N. Jones;18;50;England;Oxford United;CB;68;60000;1173
Z. Aboukhlal;20;68;Netherlands;AZ Alkmaar;RW;78;1500000;1662
Cristian Cedrés;24;67;Spain;UD Las Palmas;RM;73;1000000;1701
S. Anderson;16;52;United States;Colorado Rapids;RB;75;100000;1352
Pedro Brazão;17;62;Portugal;FC Lausanne-Sport;CAM;81;600000;1594
E. Dina Ebimbe;19;67;France;Dijon FCO;RM;81;1600000;1812
B. Benkhedim;19;63;France;AS Saint-Étienne;CAM;80;800000;1646
D. Kother;20;61;Germany;Karlsruher SC;LW;73;450000;1401
F. Flick;19;55;Germany;SV Waldhof Mannheim;CB;65;110000;1197
A. Phliponeau;20;64;France;Olympique de Marseille;CDM;73;650000;1639
O. Hindrich;17;59;Romania;CFR Cluj;GK;76;250000;883
C. Itu;20;65;Romania;CFR Cluj;CDM;78;1000000;1749
J. Greaves;19;61;England;Hull City;CB;72;375000;1446
L. Mbe Soh;19;66;France;Nottingham Forest;CB;76;925000;1466
A. Zagré;18;65;France;AS Monaco;LM;77;800000;1705
C. Niasse;20;63;Senegal;LOSC Lille;CDM;79;775000;1588
A. Linguet  B;20;57;France;Valenciennes FC;RB;68;160000;1369
L. Munteanu;18;62;Romania;Fiorentina;ST;81;625000;1583
B. Cabango;20;62;Wales;Swansea City;CB;78;625000;1349
O. Cooper;20;54;Wales;Swansea City;RM;69;150000;1438
J. Gould;23;53;Wales;Swansea City;GK;62;70000;902
W. Fofana;19;71;France;AS Saint-Étienne;CB;83;3800000;1631
V. Bondar;21;68;Ukraine;Shakhtar Donetsk;CB;79;1400000;1475
J. Castro;28;64;Mexico;Atlético de San Luis;LM;64;450000;1679
S. Grubač;20;58;Montenegro;Chievo Verona;ST;72;275000;1407
M. Luyambula;21;57;DR Congo;VfB Lübeck;GK;70;160000;835
Paulino;23;63;Spain;UD Logroñés;CAM;72;575000;1589
Oh Hyun Gyu;19;58;Korea Republic;Sangju Sangmu FC;CAM;73;275000;1447
W. Aouachria;20;50;Algeria;Charlton Athletic;CAM;64;60000;1323
M. Ngalina;20;60;DR Congo;Philadelphia Union;RM;70;350000;1537
G. Isaksen;19;60;Denmark;FC Midtjylland;LM;76;450000;1520
S. Skogen;19;53;Norway;Feyenoord;CB;68;120000;1259
L. Haines;19;53;England;Swindon Town;CB;64;90000;1510
G. Ahadme;18;59;Morocco;Norwich City;ST;76;325000;1445
J. Alcántara;20;59;Mexico;U.N.A.M.;RM;67;230000;1488
J. Carcela-González;20;58;Belgium;Standard de Liège;CAM;69;220000;1489
Jesús Fortes;22;64;Spain;UD Las Palmas;RB;73;625000;1543
A. Ocampo-Chavez;18;54;United States;Seattle Sounders FC;ST;74;140000;1382
C. Conteh;20;64;Germany;Feyenoord;LW;78;1000000;1481
M. Barcola;21;58;Togo;Olympique Lyonnais;GK;72;240000;861
J. Van Hecke;18;57;Belgium;SV Zulte-Waregem;CAM;74;210000;1536
J. Mellish;22;56;England;Carlisle United;CB;66;130000;1435
U. Bonnet;26;68;France;Rodez Aveyron Football;ST;69;1100000;1638
J. Mellot;26;69;France;En Avant de Guingamp;RB;72;1100000;1692
T. Leak;19;52;England;Walsall;CB;66;100000;1237
J. Knowles;18;57;England;Mansfield Town;ST;70;190000;1450
Sergio Camello;19;64;Spain;Atlético Madrid;ST;81;975000;1492
A. Hickey;18;65;Scotland;Bologna;LB;82;1000000;1704
R. Takao;23;64;Japan;Gamba Osaka;CB;71;575000;1520
Y. Ackah;21;70;Ghana;Kayserispor;CDM;77;2300000;1780
K. Berkoe;17;49;England;Oxford United;LB;68;50000;1222
Mateu Morey;20;66;Spain;Borussia Dortmund;RM;82;1300000;1675
S. Delos;21;61;France;FC Chambly Oise;RWB;72;400000;1489
S. Straudi;21;61;Italy;SV Werder Bremen;RM;73;450000;1603
P. Bjur;20;58;Denmark;Brøndby IF;LM;73;275000;1532
M. Diaby;23;70;France;FC Paços de Ferreira;CB;77;2300000;1530
T. Clifford;20;59;England;Southend United;LB;71;250000;1610
Zé Uilton;27;65;Brazil;FC Paços de Ferreira;RW;65;575000;1509
J. Young;18;50;England;Forest Green Rovers;ST;64;60000;1233
J. Fielding;20;52;England;Stevenage;CB;65;90000;1231
B. Özdemir;22;68;Turkey;Gençlerbirliği SK;CM;75;1100000;1819
D. Leyva;17;56;United States;Seattle Sounders FC;CAM;81;200000;1514
M. Felici;19;53;Italy;Lecce;CAM;65;100000;1382
J. Orellana;22;67;Bolivia;Always Ready;LB;74;950000;1633
H. Rodríguez;24;67;Bolivia;Club Bolívar;CM;74;1100000;1704
H. Caballero;29;65;Paraguay;Olimpia Asunción;CB;65;475000;1627
H. Fernández;22;60;Paraguay;Olimpia Asunción;LM;69;325000;1554
B. Ojeda;20;67;Paraguay;Olimpia Asunción;CDM;79;1300000;1819
R. Sánchez;24;74;Paraguay;Paraguay;CM;79;7500000;1970
F. Cardozo;18;63;Paraguay;Boavista FC;RM;72;525000;1511
N. Armini;19;65;Italy;Lazio;CB;83;1100000;1518
L. Kilian;20;69;Germany;1. FSV Mainz 05;CB;79;1600000;1562
K. Holzweiler;25;65;Germany;Viktoria Köln;CAM;68;675000;1600
N. Guinness-Walker;20;63;England;AFC Wimbledon;LWB;76;650000;1506
K. Koné;19;66;France;Toulouse Football Club;RM;80;1400000;1775
N. Ngoumou;20;60;France;Toulouse Football Club;RM;72;375000;1565
M. Diarra;19;63;France;Toulouse Football Club;LB;77;725000;1487
J. Ruiz;20;61;Colombia;Gil Vicente FC;CAM;69;375000;1641
T. Bramble;18;52;"Antigua &amp; Barbuda";Gillingham;CM;70;100000;1483
N. Wunsch;19;60;Austria;SK Rapid Wien;CAM;74;450000;1497
A. Trubin;18;63;Ukraine;Shakhtar Donetsk;GK;80;625000;949
N. Shinton;19;62;Belgium;Club Brugge KV;GK;76;550000;895
S. Tasdemir;19;54;Azerbaijan;Peterborough United;CAM;71;150000;1362
F. Blake-Tracy;24;61;England;Peterborough United;LB;66;300000;1465
E. Ramaj;24;62;Albania;VfB Lübeck;LM;68;425000;1635
R. Busset;20;55;Switzerland;Servette FC;LB;72;160000;1378
E. Engelhardt;22;59;Germany;FC Hansa Rostock;ST;68;240000;1482
A. Antunes;19;55;Switzerland;Servette FC;CAM;71;170000;1431
B. Cespedes;25;59;Switzerland;Servette FC;CDM;64;200000;1586
K. Imeri;20;60;Switzerland;Servette FC;CAM;77;450000;1711
M. Svoboda;20;64;Austria;WSG Tirol;CB;72;600000;1484
I. Bråholm;18;53;Sweden;IK Sirius;CAM;64;90000;1429
S. Santin;26;63;Austria;FC Vaduz;RWB;65;400000;1660
B. Jackson;19;62;England;Huddersfield Town;LB;77;600000;1496
D. Bakwa;17;59;France;FC Girondins de Bordeaux;RM;81;350000;1488
A. Traoré;18;61;France;FC Girondins de Bordeaux;ST;82;575000;1493
A. Chicaiza;28;63;Ecuador;Universidad Católica del Ecuador;RM;63;375000;1707
P. Ortiz;30;68;Ecuador;Emelec;GK;69;700000;1016
M. Tshibuabua;18;60;France;AS Saint-Étienne;CB;80;400000;1375
J. Walsh;18;53;England;Gillingham;GK;73;100000;1067
D. Abels;23;66;Netherlands;Sparta Rotterdam;CB;70;750000;1561
H. Dervişoğlu;20;69;Turkey;Brentford;CAM;81;1900000;1686
M. Ekpiteta;24;61;England;Blackpool;CB;68;325000;1411
S. Ogie;18;51;Republic of Ireland;Leyton Orient;CB;71;70000;1211
R. Sotiriou;19;57;Cyprus;Leyton Orient;RM;72;220000;1410
L. Greiml;18;63;Austria;SK Rapid Wien;CB;77;700000;1464
Anderson Oliveira;22;68;Brazil;Famalicão;ST;77;1400000;1689
B. Fadiga;19;62;France;Paris Saint-Germain;CDM;80;625000;1629
R. Longman;19;55;England;AFC Wimbledon;RM;73;170000;1402
B. Aveiro;18;58;Portugal;Crystal Palace;CAM;75;275000;1483
I. Samuels;17;53;England;Reading;LB;75;120000;1292
C. Boyce-Clarke;17;58;England;Reading;GK;82;230000;844
M. Noubissi;23;69;Cameroon;Beerschot AC;ST;75;1500000;1735
J. Pretell;21;67;Peru;Melgar FBC;CDM;82;1600000;1804
K. Yao;19;52;Canada;Montreal Impact;CB;69;100000;1189
P. Álvarez;26;67;Peru;Peru;GK;69;0;946
J. Graterol;23;67;Venezuela;Venezuela;GK;73;800000;1018
Cadete;26;66;Spain;Atlético de San Luis;CDM;68;675000;1677
S. Sonnenberg;21;65;Germany;FC Hansa Rostock;CB;73;725000;1408
J. Sobociński;20;62;Poland;LKS Lodz;CB;75;550000;1391
F. Alves;19;60;Denmark;Silkeborg IF;CB;72;325000;1335
P. Ciss;26;68;Senegal;CF Fuenlabrada;CB;72;1000000;1727
G. Baker;18;56;England;Birmingham City;RM;70;190000;1405
J. Concannon;20;54;England;Birmingham City;CAM;69;150000;1461
Z. Jeacock;19;53;England;Birmingham City;GK;73;110000;853
M. Boyes;19;58;Wales;Fleetwood Town;LB;72;250000;1482
A. Vardin;29;64;France;Le Mans FC;RB;64;375000;1555
Y. Osée;23;61;Germany;SV Meppen;CB;67;300000;1336
F. Egerer;22;65;Germany;SV Meppen;CDM;70;650000;1621
Sergio Ruiz;25;66;Spain;UD Las Palmas;CM;70;750000;1715
Berto Cayarga;23;68;Spain;FC Cartagena;CAM;74;1200000;1706
E. Lombardo;23;70;France;RCD Mallorca;RM;79;2700000;1723
Javi Siverio;21;62;Spain;Racing Santander;ST;70;450000;1425
Rafa Tresaco;18;61;Spain;Racing Santander;ST;76;525000;1430
Kim Min Duk;23;55;Korea Republic;Ulsan Hyundai FC;CB;64;110000;1297
M. Albayrak;28;64;Turkey;BB Erzurumspor;LB;64;375000;1528
M. Uğurlu;31;63;Turkey;Gazişehir Gaziantep F.K.;LB;63;275000;1575
R. Garcia;26;65;Germany;SV Waldhof Mannheim;LM;65;575000;1586
B. dos Santos;22;59;Germany;SV Waldhof Mannheim;CDM;66;200000;1485
J. Marx;25;67;Germany;SV Waldhof Mannheim;RWB;72;900000;1620
E. Vaessen;24;66;Netherlands;RKC Waalwijk;GK;71;650000;1004
J. Gaari;26;65;Curacao;RKC Waalwijk;RB;68;600000;1637
S. Bakari;25;67;Comoros;RKC Waalwijk;RM;70;850000;1810
N. Baggerman;21;63;Netherlands;RKC Waalwijk;CDM;69;475000;1654
K. Heemskerk;28;59;Netherlands;RKC Waalwijk;GK;60;130000;833
J. Koenraat;23;61;Netherlands;RKC Waalwijk;ST;67;350000;1556
P. Osterhage;20;56;Germany;Borussia Dortmund;CAM;71;200000;1499
J. Grzesik;25;62;Poland;Warta Poznań;RB;65;325000;1522
S. Özcan;23;65;Germany;SC Preußen Münster;RM;73;800000;1699
D. Stipica;29;70;Croatia;Pogoń Szczecin;GK;72;1500000;1085
D. Köhn;21;67;Germany;Willem II;LB;80;1300000;1732
A. Mayer;23;58;Germany;Bayern München II;LB;64;150000;1464
M. Zaiser;21;58;Germany;Bayern München II;CDM;71;230000;1532
J. Rochelt;21;60;Germany;Bayern München II;RM;71;350000;1622
M. Zylla;20;58;Poland;Śląsk Wrocław;RM;73;275000;1567
K. Muhar;24;65;Croatia;Lech Poznań;CB;72;700000;1608
J. Holúbek;29;62;Slovakia;Piast Gliwice;LB;62;250000;1454
C. Richards;20;66;United States;Bayern München II;CB;83;1300000;1498
J. Stanisic;20;60;Germany;Bayern München II;CB;75;425000;1337
M. Wagner;19;54;Germany;Bayern München II;GK;68;120000;882
D. Ontužāns;20;54;Latvia;Bayern München II;RM;69;150000;1452
A. Stiller;19;64;Germany;Bayern München II;CM;82;900000;1751
O. Bundgaard;19;53;Denmark;Randers FC;LM;69;120000;1399
J. Zirkzee;19;68;Netherlands;FC Bayern München;ST;84;1900000;1557
A. Luković;25;62;Serbia;Famalicão;ST;67;400000;1711
C. Karatas;19;52;Turkey;Bayern München II;ST;68;110000;1341
L. Bessilé;21;64;France;FC Girondins de Bordeaux;CB;73;650000;1559
Ma Zhen;22;48;China PR;Shanghai Greenland Shenhua FC;GK;52;30000;964
L. Bell Bell;23;64;Cameroon;1. FC Magdeburg;LM;71;575000;1783
M. Gyamfi;19;54;Germany;VfL Bochum 1848;CB;62;90000;1315
A. Roczen;20;59;Germany;1. FC Magdeburg;ST;69;250000;1487
José Gragera;20;63;Spain;Real Sporting de Gijón;CM;77;800000;1667
S. Tengstedt;20;56;Denmark;Aarhus GF;LM;70;200000;1443
C. Boyd-Munce;20;55;Northern Ireland;Birmingham City;CAM;67;140000;1551
S. Conteh;23;63;Germany;1. FC Magdeburg;RW;68;500000;1636
S. Wilson;20;56;England;Barrow;CB;66;130000;1370
Miguel Ángel;22;62;Spain;Albacete BP;ST;73;525000;1478
Kirian;24;66;Spain;UD Las Palmas;CAM;73;900000;1770
T. Sinclair;19;58;England;Mansfield Town;RM;71;240000;1537
T. Petrášek;28;67;Czech Republic;Raków Częstochowa;CB;69;775000;1502
Larrazabal;22;70;Spain;Athletic Club de Bilbao;RW;78;2600000;1738
P. Schwarz;28;67;Czech Republic;Raków Częstochowa;CM;67;750000;1872
S. McLeod;20;51;England;Colchester United;RM;64;70000;1433
K. Poku;18;59;England;Colchester United;LM;75;325000;1518
A. Ouhafsa;22;59;France;Rodez Aveyron Football;ST;66;220000;1417
M. Aioani;20;65;Romania;Chindia Târgovişte;GK;75;700000;965
A. Ioniță;20;57;Romania;Chindia Târgovişte;LB;70;180000;1409
V. Rață;27;62;Moldova;Chindia Târgovişte;CDM;65;325000;1668
D. Novac;31;61;Romania;Chindia Târgovişte;CM;61;220000;1534
A. Mihaiu;21;61;Romania;Dinamo Bucureşti;RM;73;450000;1456
A. Șerban;19;60;Romania;Chindia Târgovişte;RM;73;400000;1438
M. Neicuțescu;21;63;Romania;Chindia Târgovişte;ST;74;625000;1537
R. Ion;19;64;Romania;FCSB (Steaua);CAM;79;975000;1568
O. Horșia;19;65;Romania;FCSB (Steaua);CAM;77;950000;1705
C. Dumitru;18;58;Romania;Academica Clinceni;ST;75;275000;1523
E. Peña Zauner;20;59;Venezuela;SV Sandhausen;RM;72;300000;1578
A. Șut;21;64;Romania;FCSB (Steaua);CM;77;850000;1745
M. Szczepański;22;64;Poland;Raków Częstochowa;RM;75;775000;1679
A. Buziuc;26;64;Romania;FCSB (Steaua);ST;67;575000;1573
D. Bartl;30;65;Czech Republic;Raków Częstochowa;LM;65;500000;1739
K. Kościelny;28;63;Poland;Stal Mielec;CB;64;350000;1324
M. Domański;29;62;Poland;Stal Mielec;RW;62;300000;1680
J. van Stappershoef;24;58;Netherlands;Bristol Rovers;GK;61;120000;836
D. Joveljić;20;68;Serbia;Wolfsberger AC;ST;77;1400000;1659
I. Botella;20;64;France;RC Strasbourg Alsace;ST;74;750000;1469
A. Lebeau;20;60;France;RC Strasbourg Alsace;LM;73;400000;1629
T. Holeš;27;73;Czech Republic;SK Slavia Praha;RWB;74;4100000;1984
M. Fernández;31;71;Argentina;FC Juárez;RM;71;2100000;1729
M. Gagliardo;37;68;Argentina;Arsenal de Sarandí;GK;68;90000;1137
F. Torrent;28;72;Argentina;Rosario Central;RB;72;2700000;1864
E. Piovi;27;72;Argentina;LDU Quito;CM;73;3200000;1987
C. Cheng;18;51;Norway;Stabæk Fotball;LM;68;80000;1314
A. Gündüz;19;61;Turkey;Trabzonspor;CB;79;500000;1360
S. Kavrazlı;18;62;Turkey;Trabzonspor;ST;76;625000;1488
M. Miers;30;66;Paraguay;Club Atlético Aldosivi;CB;66;525000;1458
M. Halaïmia B;23;67;Algeria;Beerschot AC;RB;72;900000;1539
Lee Gwang Yeon;20;59;Korea Republic;Gangwon FC;GK;73;300000;909
Hwang Tae Hyun;21;61;Korea Republic;Daegu FC;RB;71;375000;1487
Kim Ju Sung;19;56;Korea Republic;FC Seoul;CB;76;180000;1327
K. Harr;20;57;Korea Republic;FC Erzgebirge Aue;GK;70;160000;999
T. Savin;19;56;England;Accrington Stanley;GK;67;120000;923
S. Raux-Yao;21;61;France;KSV Cercle Brugge;CB;70;350000;1349
O. Camara;21;59;France;AJ Auxerre;CM;73;350000;1572
L. Sinayoko;20;56;France;AJ Auxerre;ST;71;200000;1363
J. Mullin;27;64;Scotland;Ross County FC;RM;64;475000;1605
G. Ajayi;24;61;Nigeria;Astra Giurgiu;LW;64;325000;1672
S. Silvera;19;54;Australia;Central Coast Mariners;CAM;70;150000;1367
T. Grivosti;21;60;England;Ross County FC;CB;70;300000;1352
D. Lischka;22;71;Czech Republic;Sparta Praha;CB;80;3300000;1727
Iago;23;75;Brazil;FC Augsburg;LB;81;8000000;1904
T. Somers;21;65;Belgium;KSV Cercle Brugge;RM;74;850000;1623
J. Allevinah;25;67;Gabon;Clermont Foot 63;RM;70;950000;1624
B. Ndilu;19;60;France;FC Nantes;ST;76;450000;1407
B. Sam;22;65;South Africa;Orlando Pirates;LB;71;650000;1533
F. Makaringe;27;69;South Africa;Orlando Pirates;CAM;70;1200000;1763
E. Simms;19;63;England;Everton;ST;81;800000;1572
M. Fofana;19;55;Norway;Strømsgodset IF;ST;75;170000;1324
A. Vik;16;55;Norway;Rosenborg BK;CAM;77;170000;1400
H. Vera Oviedo;29;64;Paraguay;Central Córdoba;CB;64;375000;1529
J. Bay;27;65;Argentina;Central Córdoba;LB;66;525000;1626
C. Vega;26;66;Argentina;Central Córdoba;CDM;67;750000;1771
M. Pato;27;61;Argentina;Central Córdoba;ST;61;275000;1508
Jean Lucas;22;72;Brazil;Olympique Lyonnais;CAM;82;4900000;1903
D. Burns;17;50;Northern Ireland;St. Patrick's Athletic;RM;65;60000;1283
L. Kalvach;24;74;Czech Republic;Viktoria Plzeň;CM;79;7000000;1986
R. Pepi;17;53;United States;FC Dallas;ST;76;130000;1298
P. Besong;19;57;Germany;1. FC Nürnberg;ST;74;220000;1425
Y. Ibrahim;19;60;Germany;FC Würzburger Kickers;RM;73;400000;1488
Mingotes;24;64;Spain;Valencia CF;CB;71;575000;1582
K. Yeboah;20;62;Ghana;WSG Tirol;ST;75;600000;1570
J. GöllesB;20;62;Austria;WSG Tirol;RB;73;475000;1597
Rafael Gava;26;66;Brazil;FC Paços de Ferreira;CAM;68;775000;1648
A. Cordea;21;63;Romania;Academica Clinceni;RM;74;625000;1546
A. Carlone;24;58;Belgium;FC Botoşani;RM;64;170000;1530
J. Lamy;19;55;France;AFC Wimbledon;LW;68;150000;1340
M. Balda;28;63;Ecuador;Santos Laguna;ST;63;375000;1728
M. Klimowicz;19;60;Argentina;VfB Stuttgart;CAM;74;450000;1529
E. Romero;27;62;Argentina;Central Córdoba;CM;62;300000;1712
Eric Ramires;19;65;Brazil;FC Basel 1893;CAM;80;1100000;1747
V. Ozornwafor;21;63;Nigeria;Galatasaray SK;CB;77;750000;1420
B. Kramer;24;64;Slovenia;Slovenia;ST;71;650000;1545
H. Saunders;22;51;England;Fleetwood Town;ST;60;60000;1281
B. Baggley;18;51;Northern Ireland;Fleetwood Town;CAM;67;80000;1389
H. Holgate;20;51;England;Fleetwood Town;CB;68;80000;1233
Y. Vorogovskiy;23;69;Kazakhstan;Beerschot AC;LB;75;1300000;1577
O. Watkinson;18;48;England;Blackpool;ST;67;60000;1184
F. Tavares;19;54;England;Rochdale;RM;70;150000;1384
O. Crankshaw;21;54;England;Wigan Athletic;RM;62;100000;1429
S. Köhler;23;66;Germany;VfL Osnabrück;CDM;72;800000;1710
R. Burke;19;55;Republic of Ireland;Birmingham City;LB;70;160000;1438
N. Thiede;21;59;Germany;SC Freiburg;GK;71;230000;1040
F. Nürnberger;20;66;Germany;1. FC Nürnberg;LWB;76;975000;1651
T. Keller;20;62;Germany;FC Ingolstadt 04;CB;72;450000;1328
M. Fernandes;21;54;England;Colchester United;RM;67;130000;1357
De Erjiaduo;22;65;China PR;CD Aves;LM;72;750000;1733
F. Kastenmeier;23;70;Germany;Fortuna Düsseldorf;GK;75;1800000;981
Guga Rodrigues;22;69;Portugal;Famalicão;CAM;78;1600000;1891
J. Rumpf;20;60;Germany;SC Paderborn 07;CB;72;350000;1323
O. Hanin;22;58;Israel;1. FSV Mainz 05;GK;68;160000;912
K. Hachadi;21;66;Morocco;Vitória de Setúbal;ST;74;975000;1572
J. Albrecht;18;56;Germany;Hertha BSC;CAM;73;180000;1568
K. Ibrahim;20;54;Germany;1. FC Heidenheim 1846;GK;68;130000;862
B. Soumaré;21;65;France;FC Sochaux-Montbéliard;CM;73;800000;1717
J. Armer;19;53;Scotland;Carlisle United;CB;65;90000;1243
S. Lahssaini;20;59;Belgium;FC Metz;CAM;69;250000;1616
S. McKinstry;16;56;Scotland;Leeds United;RM;78;200000;1328
N. Kupusović;19;58;Serbia;Eintracht Braunschweig;ST;74;275000;1475
A. Lungwitz;19;61;Germany;Bayern München II;LB;76;500000;1499
M. Meyerhöfer;24;68;Germany;SpVgg Greuther Fürth;RB;72;1000000;1604
Álex Bermejo;21;69;Spain;CD Tenerife;CAM;80;1800000;1806
V. Müller;19;65;Germany;PSV;GK;76;725000;921
R. NyaB;19;57;France;Wolverhampton Wanderers;RM;77;210000;1558
R. Bouallak;20;57;France;ESTAC Troyes;GK;71;190000;865
W. Coulibaly;21;63;France;Le Havre AC;LB;76;650000;1557
M. Jarjué;22;64;Gambia;FK Austria Wien;CB;72;600000;1423
A. Dia;20;55;France;Olympique de Marseille;GK;71;150000;926
M. Aké;19;69;France;Olympique de Marseille;CAM;78;1600000;1763
B. Pichler;22;68;Austria;FK Austria Wien;ST;73;1200000;1685
Z. Šarlija;23;64;Croatia;MKE Ankaragücü;CB;70;550000;1422
A. Mair;18;58;Scotland;Norwich City;GK;76;220000;981
J. Martin;18;58;England;Norwich City;CAM;74;250000;1470
P. Cucchi;26;71;Argentina;Independiente Santa Fe;ST;72;2800000;1788
J. Shaffelburg;20;62;Canada;Toronto FC;LM;72;500000;1602
K. Laba;28;75;Togo;Al Ain FC;ST;75;7000000;1827
M. Shaker;23;65;United Arab Emirates;Al Ain FC;CB;72;675000;1407
F. Bainović;24;61;Serbia;Górnik Zabrze;CDM;68;325000;1604
P. Krawczyk;25;59;Poland;Górnik Zabrze;ST;64;210000;1382
M. Spychała;22;62;Poland;Warta Poznań;RB;73;475000;1503
D. Štiglec;29;68;Croatia;Śląsk Wrocław;LB;68;750000;1693
W. Muzyk;20;55;Poland;Legia Warszawa;GK;64;100000;842
K. Kostorz;19;53;Poland;Legia Warszawa;CAM;65;100000;1391
O. Djoco;22;57;France;Clermont Foot 63;GK;67;130000;899
N. Jaby;19;55;France;Clermont Foot 63;CAM;68;140000;1560
C. Carter;23;58;England;Stevenage;CAM;65;180000;1560
K. Klefisch;20;61;Germany;Viktoria Köln;CB;70;350000;1664
M. Gottschling;26;66;Germany;Viktoria Köln;RWB;69;700000;1798
R. Zalazar;20;61;Uruguay;FC St. Pauli;RM;74;475000;1703
L. Brassier;20;64;France;Stade Rennais FC;CB;74;650000;1575
P. Keny;21;63;Senegal;La Berrichonne de Châteauroux;ST;74;625000;1607
Y. Merah;20;59;Morocco;ESTAC Troyes;CB;73;325000;1285
S. Mambo;21;67;DR Congo;ESTAC Troyes;CB;78;1200000;1604
C. Bombo;21;57;France;ESTAC Troyes;CB;71;210000;1544
L. Díaz;21;69;Costa Rica;Columbus Crew SC;RM;78;1600000;1711
E. Arslan;18;55;Germany;SV Darmstadt 98;ST;73;170000;1343
T. Krauß;19;60;Germany;1. FC Nürnberg;ST;74;450000;1681
L. Valente;22;58;Argentina;Club Atlético Huracán;RB;69;200000;1413
L. Kwadwo;23;63;Germany;FC Würzburger Kickers;CB;69;450000;1524
T. Coulibaly;19;59;France;VfB Stuttgart;LM;73;325000;1441
Javi Fernández;22;67;Spain;Real Oviedo;CB;77;1100000;1526
K. Ehlers;19;65;Germany;SG Dynamo Dresden;CB;80;1100000;1460
J. Young;19;56;England;Newcastle United;CAM;76;190000;1588
S. Nurković;28;70;Serbia;Kaizer Chiefs;ST;70;1800000;1684
M. Weaire;18;53;Denmark;Colchester United;CB;71;110000;1228
S. Weissman;24;75;Israel;Real Valladolid CF;ST;79;9000000;1787
A. Schmidt;22;63;Austria;SKN St. Pölten;ST;70;525000;1477
D. Kinsella-Bishop;17;50;Republic of Ireland;UCD AFC;ST;70;60000;1286
R. Slevin;21;55;Republic of Ireland;Cork City;CB;64;110000;1379
B. Johnson;19;59;Wales;Lincoln City;CAM;78;325000;1536
D. Preston;19;54;England;Grimsby Town;LB;71;140000;1338
J. Richardson;19;59;England;Forest Green Rovers;RB;76;300000;1512
J. Dhillon;25;63;United States;Seattle Sounders FC;ST;68;500000;1459
M. Malone;19;62;Germany;SV Wehen Wiesbaden;ST;77;650000;1488
B. Voll;19;51;Germany;FC Hansa Rostock;GK;63;50000;760
D. Carlson;22;64;Luxembourg;Karlsruher SC;LB;71;575000;1455
Nuno Santos;21;69;Portugal;Boavista FC;CAM;79;1700000;1804
L. Scepanik;26;63;Germany;MSV Duisburg;LM;64;425000;1697
L. Mickels;25;65;Germany;MSV Duisburg;RW;68;675000;1565
